id,valor,peso,volumen,categoria
1360,292,52,75,5
1361,517,184,133,3
1362,747,33,124,0
1363,529,106,66,7
1364,124,170,140,3
1365,182,173,2,4
1366,881,15,105,3
1367,887,65,29,3
1368,722,155,45,9
1369,236,39,23,7
1370,384,16,132,4
1371,174,79,74,8
1372,393,50,4,2
1373,599,184,32,10
1374,227,127,144,5
1375,972,5,113,8
1376,319,70,64,6
1377,40,72,57,5
1378,594,142,77,3
1379,398,161,3,6
1380,715,190,57,3
1381,834,29,11,7
1382,15,12,91,8
1383,536,160,98,0
1384,635,46,149,10
1385,32,191,78,1
1386,492,159,60,9
1387,789,80,1,9
1388,815,10,115,3
1389,780,36,79,2
1390,198,180,142,9
1391,991,188,22,9
1392,974,176,139,8
1393,941,37,60,0
1394,213,64,104,5
1395,113,72,35,8
1396,737,58,77,9
1397,232,171,70,11
1398,374,9,26,6
1399,180,189,56,7
1400,367,32,30,6
1401,536,5,32,11
1402,56,102,144,8
1403,252,71,60,7
1404,255,197,122,0
1405,420,26,143,6
1406,938,170,78,9
1407,891,200,86,7
1408,742,117,3,7
1409,352,88,12,0
1410,319,104,134,11
1411,658,187,142,9
1412,375,131,150,6
1413,793,88,71,10
1414,63,95,60,3
1415,924,190,39,11
1416,627,173,30,7
1417,454,55,148,10
1418,106,107,52,11
1419,181,61,75,11
1420,637,186,49,0
1421,956,170,97,1
1422,811,134,3,11
1423,287,64,142,0
1424,669,194,6,9
1425,70,178,10,2
1426,397,36,120,8
1427,548,40,1,2
1428,575,47,24,3
1429,894,72,99,1
1430,31,154,137,9
1431,949,93,147,9
1432,467,160,37,8
1433,736,82,115,8
1434,524,160,120,2
1435,700,94,54,5
1436,619,198,61,11
1437,726,26,138,8
1438,994,4,28,5
1439,88,79,9,8
1440,589,197,147,10
1441,200,85,78,7
1442,580,122,139,10
1443,392,27,1,2
1444,110,100,100,5
1445,623,41,94,9
1446,684,193,58,8
1447,267,38,57,9
1448,188,156,68,3
1449,125,118,13,9
1450,819,35,101,1
1451,229,127,71,4
1452,125,10,63,8
1453,468,4,47,1
1454,762,41,86,5
1455,347,171,57,10
1456,933,200,31,8
1457,41,64,6,8
1458,509,193,140,2
1459,687,3,87,4
1460,173,117,21,3
1461,351,89,103,5
1462,74,147,107,8
1463,342,169,109,0
1464,757,181,58,1
1465,856,41,57,3
1466,528,173,22,7
1467,226,59,107,8
1468,281,109,90,9
1469,583,129,85,11
1470,184,13,110,7
1471,954,10,26,1
1472,866,152,127,2
1473,502,144,50,11
1474,312,173,35,3
1475,36,159,35,10
1476,859,48,76,4
1477,609,55,54,3
1478,474,96,26,10
1479,15,133,57,8
1480,467,86,76,10
1481,215,19,132,10
1482,543,144,140,0
1483,122,193,122,0
1484,272,196,123,4
1485,609,8,62,7
1486,50,127,141,6
1487,751,128,38,6
1488,229,110,119,11
1489,34,172,85,0
1490,135,10,127,8
1491,754,41,23,1
1492,914,29,10,0
1493,893,180,147,11
1494,263,12,78,10
1495,545,29,90,11
1496,178,48,15,6
1497,970,67,20,1
1498,573,44,122,7
1499,828,64,2,6
1500,560,198,126,3
1501,494,131,51,4
1502,921,152,88,7
1503,777,35,46,4
1504,303,144,142,8
1505,705,173,145,0
1506,125,11,56,9
1507,165,136,102,6
1508,343,126,28,10
1509,104,81,99,6
1510,124,50,85,9
1511,547,70,114,4
1512,682,123,107,6
1513,194,176,104,9
1514,288,62,119,1
1515,519,88,104,0
1516,740,43,58,10
1517,46,194,145,4
1518,944,177,84,1
1519,924,5,3,8
1520,429,182,96,4
1521,274,16,20,3
1522,777,181,147,4
1523,330,182,43,4
1524,625,125,21,8
1525,89,71,113,9
1526,73,122,49,3
1527,125,33,89,5
1528,395,83,38,5
1529,512,180,51,10
1530,746,19,27,8
1531,479,148,50,8
1532,540,168,55,8
1533,934,86,125,8
1534,432,62,27,5
1535,383,153,65,11
1536,726,114,28,0
1537,210,42,115,9
1538,757,83,72,5
1539,296,101,146,0
1540,23,71,16,7
1541,608,30,143,11
1542,46,138,116,5
1543,903,121,10,0
1544,880,161,40,10
1545,553,164,89,4
1546,390,32,104,0
1547,832,195,104,1
1548,566,44,65,3
1549,410,132,82,11
1550,962,65,9,11
1551,910,118,97,11
1552,111,77,23,8
1553,28,164,75,1
1554,417,22,14,2
1555,470,94,144,8
1556,480,61,13,2
1557,363,123,72,4
1558,78,52,112,8
1559,397,6,22,2
1560,649,19,35,3
1561,92,123,85,3
1562,313,100,70,11
1563,990,186,58,6
1564,268,73,137,9
1565,867,34,94,9
1566,448,43,118,11
1567,805,55,101,4
1568,905,142,102,1
1569,296,141,108,2
1570,240,104,118,5
1571,873,105,107,1
1572,936,127,112,2
1573,76,125,11,8
1574,317,123,34,3
1575,638,191,11,5
1576,99,10,134,8
1577,307,102,39,2
1578,419,16,147,9
1579,277,129,48,8
1580,257,94,85,2
1581,45,110,121,6
1582,121,67,144,2
1583,191,79,36,11
1584,423,6,145,6
1585,60,180,68,7
1586,916,198,25,9
1587,302,98,64,8
1588,978,64,148,11
1589,269,102,10,11
1590,579,139,72,4
1591,40,177,94,8
1592,728,164,129,3
1593,690,200,28,1
1594,95,10,45,1
1595,357,100,2,7
1596,333,54,38,0
1597,512,44,14,0
1598,482,46,124,10
1599,378,151,29,9
1600,989,29,64,11
1601,343,157,77,2
1602,865,136,129,3
1603,841,38,89,10
1604,587,98,125,11
1605,830,167,27,1
1606,27,49,48,3
1607,754,67,55,1
1608,872,192,131,8
1609,552,48,55,6
1610,105,125,24,11
1611,228,119,14,1
1612,672,179,99,8
1613,269,169,128,5
1614,265,164,141,8
1615,872,199,80,6
1616,32,75,42,11
1617,120,174,122,9
1618,318,109,134,0
1619,768,38,80,3
1620,157,64,120,2
1621,614,199,52,2
1622,699,148,146,3
1623,925,126,149,7
1624,840,33,86,2
1625,600,27,59,10
1626,530,119,5,5
1627,818,15,81,2
1628,889,93,96,9
1629,805,88,93,7
1630,46,136,105,1
1631,460,118,135,9
1632,922,41,33,6
1633,817,140,27,10
1634,163,67,116,0
1635,549,200,44,3
1636,698,194,139,3
1637,428,123,27,7
1638,893,16,49,10
1639,773,10,68,11
1640,760,199,144,8
1641,535,85,13,5
1642,148,112,109,2
1643,394,24,3,6
1644,314,22,83,5
1645,188,182,22,5
1646,765,53,132,8
1647,752,30,57,11
1648,713,115,55,1
1649,444,29,148,2
1650,393,199,123,3
1651,725,43,146,7
1652,600,57,147,6
1653,589,22,44,9
1654,985,2,16,0
1655,374,62,41,11
1656,9,99,77,9
1657,119,33,47,3
1658,257,190,103,4
1659,554,103,134,5
1660,455,15,70,6
1661,258,64,96,5
1662,698,27,48,4
1663,259,49,77,10
1664,24,51,12,10
1665,344,122,142,0
1666,562,180,87,9
1667,532,48,88,1
1668,534,132,23,6
1669,43,66,111,0
1670,381,164,146,6
1671,693,73,34,6
1672,984,85,41,11
1673,594,132,114,3
1674,20,97,105,7
1675,308,94,102,0
1676,843,30,125,0
1677,848,160,93,7
1678,95,141,146,5
1679,53,101,39,5
1680,64,160,113,4
1681,29,25,93,9
1682,927,39,14,5
1683,582,136,24,0
1684,485,97,103,6
1685,526,84,148,2
1686,40,126,73,2
1687,248,56,144,8
1688,565,38,26,9
1689,256,48,72,4
1690,776,112,96,0
1691,596,89,32,4
1692,192,88,29,8
1693,108,10,145,8
1694,312,151,25,6
1695,483,20,98,11
1696,908,82,138,8
1697,164,102,97,9
1698,554,177,136,4
1699,268,116,87,0
1700,679,153,67,7
1701,753,144,22,0
1702,247,184,118,9
1703,667,197,110,2
1704,804,10,11,2
1705,196,1,101,11
1706,27,13,10,3
1707,111,21,15,0
1708,833,39,38,10
1709,406,49,128,6
1710,326,182,76,1
1711,835,56,133,3
1712,276,50,80,9
1713,308,56,113,10
1714,452,159,131,7
1715,850,3,74,5
1716,816,59,54,1
1717,899,187,12,8
1718,46,151,124,1
1719,622,90,5,2
1720,425,43,98,1
1721,456,71,123,8
1722,211,24,13,5
1723,16,110,18,8
1724,780,159,17,2
1725,663,27,44,11
1726,110,153,134,9
1727,648,132,1,10
1728,309,124,55,7
1729,523,110,66,6
1730,749,53,20,2
1731,598,63,28,6
1732,494,29,73,5
1733,34,128,56,1
1734,420,106,40,8
1735,709,166,5,6
1736,569,148,40,10
1737,56,23,42,5
1738,711,24,48,3
1739,163,192,65,0
1740,847,15,58,9
1741,906,42,108,10
1742,256,155,39,3
1743,281,81,53,10
1744,807,159,85,9
1745,461,2,74,7
1746,203,6,115,1
1747,304,42,98,1
1748,652,142,77,4
1749,637,190,103,5
1750,211,51,1,0
1751,539,128,141,4
1752,253,120,144,8
1753,53,189,34,10
1754,899,164,65,5
1755,407,27,52,7
1756,537,8,6,11
1757,508,155,99,6
1758,376,24,116,1
1759,992,105,105,10
1760,140,50,19,0
1761,869,75,30,7
1762,118,42,89,2
1763,803,109,133,8
1764,762,5,77,4
1765,127,36,79,10
1766,354,95,93,10
1767,723,119,98,6
1768,905,20,74,7
1769,447,50,142,9
1770,435,188,21,10
1771,858,13,21,11
1772,565,199,84,4
1773,814,190,11,9
1774,787,41,81,7
1775,177,10,86,11
1776,398,57,103,2
1777,872,67,50,6
1778,225,30,11,10
1779,436,115,75,7
1780,738,178,33,8
1781,613,196,95,11
1782,773,175,120,10
1783,493,138,65,11
1784,110,124,104,3
1785,845,73,15,5
1786,164,162,136,3
1787,930,12,36,0
1788,262,66,28,0
1789,767,17,88,5
1790,536,179,122,10
1791,972,180,96,10
1792,906,89,97,11
1793,137,192,131,10
1794,160,131,53,9
1795,482,12,82,3
1796,250,25,99,8
1797,454,196,1,9
1798,891,92,129,2
1799,990,38,36,9
1800,101,24,79,1
1801,938,17,62,9
1802,67,73,69,8
1803,46,104,125,7
1804,326,2,62,0
1805,557,182,90,7
1806,863,92,81,7
1807,308,39,136,6
1808,712,180,3,4
1809,296,8,63,4
1810,60,18,87,5
1811,415,25,5,10
1812,250,159,131,6
1813,248,87,69,4
1814,820,69,54,9
1815,646,130,107,5
1816,948,47,147,8
1817,185,104,29,2
1818,131,28,84,11
1819,333,153,112,9
1820,997,122,55,5
1821,570,77,109,4
1822,562,23,70,2
1823,892,50,94,11
1824,106,72,133,0
1825,91,126,54,7
1826,729,183,127,3
1827,756,105,6,10
1828,672,22,36,4
1829,702,198,83,7
1830,653,164,122,2
1831,131,135,112,8
1832,417,152,149,4
1833,145,121,97,8
1834,99,187,60,0
1835,74,120,80,8
1836,787,151,57,8
1837,67,160,16,5
1838,33,156,16,2
1839,632,131,17,6
1840,623,131,69,5
1841,12,101,24,0
1842,477,54,107,4
1843,378,149,150,1
1844,997,76,10,3
1845,527,98,40,1
1846,471,47,74,8
1847,552,182,140,3
1848,671,105,18,9
1849,738,60,60,9
1850,803,150,119,1
1851,311,142,119,7
1852,32,89,55,1
1853,712,170,140,4
1854,895,191,40,5
1855,548,156,116,0
1856,525,175,110,9
1857,726,185,22,6
1858,674,170,15,5
1859,224,23,60,10
1860,730,56,109,9
1861,511,103,1,1
1862,133,194,111,2
1863,604,2,38,6
1864,720,22,54,7
1865,820,158,22,4
1866,55,197,109,7
1867,884,26,67,6
1868,774,23,134,0
1869,289,164,26,6
1870,990,101,128,8
1871,558,180,42,7
1872,797,24,148,10
1873,127,31,23,0
1874,249,60,128,11
1875,460,139,6,5
1876,101,144,102,0
1877,324,143,107,11
1878,924,102,108,2
1879,554,79,4,2
1880,539,170,15,3
1881,782,111,74,2
1882,820,91,31,10
1883,206,153,127,5
1884,757,67,111,1
1885,791,86,43,2
1886,617,134,121,10
1887,43,46,10,4
1888,598,21,115,6
1889,680,165,69,4
1890,219,186,20,7
1891,589,165,48,6
1892,870,90,149,10
1893,822,157,139,11
1894,378,167,11,11
1895,1000,2,36,10
1896,341,49,38,2
1897,308,150,112,2
1898,718,155,123,6
1899,366,125,105,10
1900,260,18,78,4
1901,624,171,124,0
1902,558,118,74,1
1903,83,167,40,2
1904,829,101,55,10
1905,135,77,28,4
1906,614,47,24,7
1907,365,74,67,5
1908,735,86,32,7
1909,418,17,32,8
1910,624,179,8,2
1911,979,37,101,4
1912,591,140,74,10
1913,883,167,30,3
1914,834,161,116,5
1915,501,15,42,6
1916,394,52,57,1
1917,829,134,32,2
1918,698,153,41,6
1919,699,127,25,0
1920,596,159,21,7
1921,18,111,12,9
1922,641,3,104,9
1923,915,63,52,10
1924,626,32,119,6
1925,239,65,12,9
1926,622,51,112,9
1927,410,49,97,6
1928,688,150,100,9
1929,398,142,3,5
1930,672,131,81,9
1931,865,5,143,0
1932,181,74,52,10
1933,936,84,29,2
1934,205,35,81,6
1935,958,78,66,11
1936,107,179,110,6
1937,747,145,61,10
1938,982,22,109,11
1939,977,112,10,6
1940,426,79,118,7
1941,307,196,38,9
1942,243,108,36,3
1943,732,187,41,4
1944,979,5,136,0
1945,567,41,22,7
1946,275,146,46,2
1947,317,130,30,7
1948,64,10,129,8
1949,475,90,15,6
1950,894,79,130,9
1951,818,121,134,2
1952,145,200,7,2
1953,214,118,22,10
1954,423,53,114,8
1955,347,47,74,2
1956,544,197,77,9
1957,68,33,37,10
1958,189,15,71,8
1959,459,151,95,5
1960,349,137,95,1
1961,158,49,81,0
1962,90,102,96,8
1963,765,91,72,4
1964,347,91,85,3
1965,938,110,138,3
1966,501,115,9,0
1967,826,75,42,5
1968,909,17,37,3
1969,244,171,73,5
1970,787,152,85,9
1971,309,142,103,9
1972,926,146,70,0
1973,624,23,94,9
1974,702,82,140,7
1975,429,39,112,4
1976,423,193,55,4
1977,453,87,65,1
1978,637,116,58,8
1979,63,150,132,6
1980,826,167,35,5
1981,34,139,37,7
1982,996,13,3,2
1983,638,123,20,1
1984,684,34,7,0
1985,218,138,66,3
1986,236,194,140,4
1987,575,140,64,11
1988,290,70,102,9
1989,869,35,41,9
1990,519,98,126,8
1991,751,133,147,6
1992,131,191,91,9
1993,683,136,36,2
1994,379,84,99,0
1995,749,155,131,11
1996,800,140,145,8
1997,573,48,124,3
1998,396,118,126,7
1999,433,100,138,7
2000,70,12,13,11
2001,530,89,138,0
2002,31,72,48,6
2003,395,193,98,8
2004,175,85,129,0
2005,167,141,54,6
2006,275,195,70,3
2007,501,96,143,8
2008,175,101,107,4
2009,943,59,41,10
2010,137,53,28,0
2011,66,165,18,9
2012,15,65,73,11
2013,362,160,104,1
2014,16,177,105,4
2015,479,130,106,9
2016,516,102,107,8
2017,107,160,91,0
2018,602,104,79,8
2019,937,172,138,2
2020,908,43,43,4
2021,711,94,90,4
2022,869,45,81,8
2023,448,145,132,4
2024,610,166,30,1
2025,227,120,3,8
2026,51,28,79,4
2027,621,153,13,6
2028,334,180,63,6
2029,309,1,23,9
2030,907,182,14,8
2031,400,179,12,1
2032,119,121,127,11
2033,578,168,119,8
2034,667,157,15,5
2035,470,110,141,9
2036,362,122,86,4
2037,839,75,61,9
2038,160,27,18,2
2039,544,164,122,1
2040,785,10,125,9
2041,846,22,135,3
2042,209,124,144,8
2043,411,182,20,10
2044,350,55,50,8
2045,851,195,51,7
2046,336,122,143,10
2047,43,92,106,5
2048,443,136,129,4
2049,400,195,98,5
2050,518,51,24,3
2051,882,79,6,8
2052,47,151,50,4
2053,287,104,150,9
2054,55,161,124,7
2055,339,133,118,7
2056,101,99,115,8
2057,414,169,75,9
2058,155,87,91,1
2059,302,108,2,0
2060,241,149,15,11
2061,249,165,96,8
2062,475,60,91,5
2063,452,111,11,9
2064,768,113,31,0
2065,294,199,18,2
2066,540,70,60,6
2067,477,117,15,3
2068,229,179,147,7
2069,759,106,50,4
2070,161,198,52,4
2071,640,180,77,11
2072,496,44,97,7
2073,557,98,36,5
2074,114,45,86,2
2075,676,97,146,3
2076,509,16,131,0
2077,146,169,19,6
2078,375,124,49,2
2079,579,61,133,10
2080,768,69,107,10
2081,754,114,120,1
2082,34,77,35,11
2083,834,134,125,0
2084,540,125,105,1
2085,970,116,69,9
2086,270,90,86,7
2087,317,80,76,5
2088,59,190,110,6
2089,74,115,9,2
2090,295,19,67,6
2091,507,134,77,4
2092,927,187,94,11
2093,918,103,7,6
2094,466,3,122,6
2095,692,134,110,6
2096,318,35,141,10
2097,400,197,107,10
2098,313,108,47,10
2099,968,160,50,11
2100,964,200,3,7
2101,369,52,54,8
2102,875,59,73,8
2103,296,49,132,10
2104,392,161,4,3
2105,40,101,33,7
2106,581,138,55,1
2107,168,100,126,9
2108,631,104,69,0
2109,136,76,116,6
2110,180,42,51,2
2111,618,5,123,7
2112,658,200,15,1
2113,856,79,112,0
2114,664,116,76,6
2115,901,36,141,5
2116,277,55,93,0
2117,784,51,11,5
2118,652,157,1,8
2119,760,103,50,10
2120,409,108,20,11
2121,246,133,4,11
2122,962,169,54,9
2123,624,31,66,8
2124,929,78,80,3
2125,640,65,110,4
2126,934,111,13,0
2127,895,124,84,10
2128,941,131,10,3
2129,744,12,18,8
2130,666,55,103,6
2131,795,190,61,10
2132,878,104,118,0
2133,693,59,68,10
2134,864,188,21,6
2135,989,36,90,2
2136,251,197,150,7
2137,536,72,114,11
2138,735,161,26,7
2139,317,19,105,8
2140,404,79,57,6
2141,317,171,118,11
2142,705,118,64,11
2143,368,59,64,8
2144,674,121,2,3
2145,684,16,93,3
2146,261,60,57,6
2147,688,95,131,10
2148,91,90,49,3
2149,406,79,104,8
2150,784,27,121,11
2151,7,170,141,9
2152,465,177,68,11
2153,121,126,66,3
2154,211,5,45,3
2155,693,147,143,2
2156,570,164,2,2
2157,299,7,128,10
2158,204,153,142,7
2159,732,58,4,8
2160,98,100,150,2
2161,117,185,86,7
2162,474,4,92,8
2163,224,176,55,4
2164,895,108,78,5
2165,153,153,100,6
2166,447,148,105,2
2167,356,100,64,4
2168,445,136,71,10
2169,395,180,109,4
2170,152,2,100,5
2171,230,105,134,11
2172,884,143,87,9
2173,343,151,52,0
2174,8,109,139,6
2175,328,164,91,6
2176,878,150,87,7
2177,83,126,14,4
2178,639,161,118,5
2179,588,21,50,4
2180,235,184,106,1
2181,895,160,104,9
2182,150,123,16,3
2183,725,135,103,6
2184,299,36,147,1
2185,467,144,101,5
2186,721,146,59,5
2187,964,127,22,1
2188,122,175,102,8
2189,936,38,140,0
2190,828,86,99,6
2191,753,84,83,4
2192,215,28,126,8
2193,719,130,55,1
2194,162,28,8,2
2195,126,113,66,10
2196,532,27,139,0
2197,199,10,103,6
2198,54,135,141,5
2199,888,191,21,5
2200,219,3,95,8
2201,473,112,139,2
2202,557,61,73,0
2203,388,60,75,9
2204,520,34,59,9
2205,149,48,9,2
2206,639,98,43,8
2207,437,166,71,7
2208,711,46,124,2
2209,434,102,133,0
2210,613,5,38,8
2211,518,48,148,5
2212,689,22,147,7
2213,669,35,122,9
2214,794,127,102,2
2215,716,116,23,7
2216,953,63,20,7
2217,510,67,120,0
2218,952,182,149,1
2219,78,96,30,9
2220,268,77,98,1
2221,188,3,30,6
2222,57,26,126,7
2223,673,60,86,6
2224,857,44,46,0
2225,522,64,34,0
2226,658,148,33,8
2227,542,168,137,6
2228,662,166,25,11
2229,330,9,60,9
2230,388,185,136,8
2231,839,163,55,9
2232,41,3,14,7
2233,261,145,15,3
2234,954,44,46,9
2235,899,134,48,6
2236,538,175,5,2
2237,794,177,110,8
2238,702,3,9,6
2239,592,195,57,6
2240,915,121,86,6
2241,84,40,26,3
2242,137,137,1,5
2243,129,26,97,4
2244,321,87,92,5
2245,538,148,54,4
2246,27,169,9,1
2247,399,186,73,5
2248,388,69,66,0
2249,499,195,88,5
2250,100,50,5,3
2251,253,64,140,5
2252,951,61,28,3
2253,518,82,4,11
2254,876,115,50,2
2255,901,170,78,4
2256,342,197,69,3
2257,132,68,105,3
2258,953,152,49,3
2259,869,191,93,2
2260,262,31,47,8
2261,15,27,26,11
2262,8,48,10,4
2263,295,60,1,11
2264,879,93,63,10
2265,107,162,122,6
2266,761,71,150,5
2267,271,55,141,8
2268,600,195,70,11
2269,951,94,56,8
2270,894,24,20,8
2271,506,139,63,8
2272,475,74,36,10
2273,953,10,69,10
2274,833,20,132,8
2275,880,173,133,9
2276,57,8,4,8
2277,231,146,92,0
2278,883,1,7,1
2279,305,5,17,6
2280,298,126,96,5
2281,314,102,128,1
2282,395,159,119,4
2283,613,8,41,4
2284,609,21,141,4
2285,442,108,8,7
2286,129,103,64,7
2287,196,135,32,9
2288,514,85,108,4
2289,731,193,115,2
2290,954,190,122,1
2291,687,1,51,2
2292,784,40,64,11
2293,660,114,18,6
2294,240,112,128,4
2295,747,150,69,8
2296,340,53,97,3
2297,961,167,131,2
2298,378,164,140,9
2299,935,153,138,6
2300,397,99,143,2
2301,894,48,134,2
2302,607,200,128,8
2303,265,123,76,9
2304,474,62,31,7
2305,21,60,17,1
2306,220,189,32,2
2307,788,135,29,2
2308,222,178,84,7
2309,516,141,53,9
2310,514,40,94,5
2311,636,160,41,2
2312,675,83,44,8
2313,693,52,118,0
2314,642,29,81,0
2315,573,62,120,6
2316,980,118,103,10
2317,978,156,70,6
2318,977,166,59,7
2319,50,41,22,2
2320,637,85,50,6
2321,938,160,53,2
2322,893,69,109,4
2323,939,151,107,3
2324,279,79,87,8
2325,520,88,111,2
2326,121,147,28,8
2327,909,164,146,2
2328,44,44,76,11
2329,883,42,69,11
2330,353,148,64,7
2331,557,195,122,11
2332,188,67,144,10
2333,504,187,4,3
2334,848,47,125,1
2335,648,168,86,11
2336,769,195,75,10
2337,389,196,123,10
2338,362,102,39,4
2339,667,37,116,11
2340,798,140,106,4
2341,391,30,46,0
2342,789,43,14,0
2343,635,126,63,4
2344,654,3,4,9
2345,849,182,87,6
2346,86,19,73,7
2347,300,159,121,1
2348,602,112,2,4
2349,651,160,25,0
2350,791,10,79,1
2351,246,129,136,6
2352,957,107,129,5
2353,869,87,95,10
2354,338,25,66,11
2355,718,42,79,5
2356,688,156,140,10
2357,310,63,108,3
2358,537,78,4,11
2359,303,38,87,6
2360,221,113,120,8
2361,958,126,100,6
2362,396,90,35,8
2363,717,180,140,4
2364,646,128,94,8
2365,144,132,84,6
2366,750,86,48,7
2367,865,198,19,11
2368,669,74,46,3
2369,983,122,11,3
2370,721,194,8,6
2371,581,31,36,9
2372,711,47,50,2
2373,957,4,93,4
2374,332,159,74,2
2375,600,7,149,8
2376,643,195,146,3
2377,794,128,55,1
2378,133,189,26,9
2379,673,166,13,6
2380,835,142,85,2
2381,567,151,118,7
2382,503,55,85,0
2383,298,146,6,2
2384,510,89,56,4
2385,327,15,26,10
2386,58,28,112,6
2387,842,59,73,11
2388,9,44,140,1
2389,202,19,111,4
2390,980,147,20,4
2391,312,72,59,2
2392,820,96,82,1
2393,474,153,115,7
2394,755,200,140,8
2395,190,184,80,0
2396,838,61,83,9
2397,863,24,93,0
2398,918,29,124,10
2399,297,95,20,7
2400,444,171,52,4
2401,901,86,69,6
2402,503,153,126,3
2403,886,164,28,9
2404,382,154,37,10
2405,580,132,96,7
2406,120,34,124,10
2407,416,108,107,4
2408,572,192,127,4
2409,288,175,68,1
2410,699,122,126,1
2411,179,81,105,0
2412,709,170,22,2
2413,80,35,45,10
2414,904,33,87,11
2415,426,150,33,4
2416,122,171,44,2
2417,134,50,1,2
2418,987,152,107,4
2419,143,187,150,7
2420,23,62,56,2
2421,873,187,31,11
2422,538,166,61,9
2423,749,166,89,9
2424,215,106,118,7
2425,758,127,9,10
2426,742,181,59,1
2427,417,97,73,10
2428,884,44,137,9
2429,988,17,64,0
2430,126,138,61,10
2431,700,170,80,5
2432,438,3,48,11
2433,292,4,19,10
2434,784,171,2,10
2435,913,18,148,5
2436,577,119,131,2
2437,963,112,141,11
2438,761,167,150,10
2439,315,95,76,11
2440,251,38,136,0
2441,976,167,59,4
2442,333,23,35,4
2443,463,192,30,7
2444,243,75,3,2
2445,630,9,34,8
2446,871,116,148,0
2447,478,144,66,8
2448,36,126,11,3
2449,617,133,81,0
2450,309,83,70,9
2451,685,35,31,8
2452,301,87,109,1
2453,691,41,1,8
2454,711,15,45,11
2455,968,45,129,4
2456,763,188,145,5
2457,110,57,78,5
2458,113,90,51,1
2459,955,134,1,9
2460,800,126,94,5
2461,521,25,19,0
2462,899,170,122,2
2463,766,33,69,10
2464,181,185,38,9
2465,182,160,33,5
2466,138,181,14,8
2467,863,77,108,6
2468,132,158,34,4
2469,760,62,149,0
2470,224,143,54,9
2471,173,46,75,0
2472,829,102,19,1
2473,976,39,132,4
2474,641,11,44,11
2475,125,179,112,5
2476,558,91,78,0
2477,468,101,3,6
2478,72,123,50,8
2479,547,17,31,2
2480,976,50,96,5
2481,571,175,114,9
2482,907,167,124,5
2483,653,59,64,6
2484,224,50,150,2
2485,549,83,111,8
2486,382,3,148,9
2487,261,136,67,4
2488,458,181,94,10
2489,759,61,114,8
2490,78,182,56,2
2491,189,27,71,9
2492,121,75,11,9
2493,58,62,23,2
2494,682,124,20,4
2495,171,176,63,11
2496,531,199,85,8
2497,443,80,21,11
2498,505,188,108,7
2499,837,85,75,5
2500,423,182,86,10
2501,630,150,117,10
2502,323,69,20,11
2503,281,141,98,11
2504,403,83,96,0
2505,583,16,78,7
2506,757,175,41,1
2507,77,169,122,4
2508,482,182,40,0
2509,120,44,123,3
2510,795,181,42,1
2511,289,93,12,3
2512,609,114,36,7
2513,255,169,123,8
2514,252,199,113,5
2515,411,101,4,5
2516,80,153,51,2
2517,291,80,103,1
2518,850,90,146,2
2519,94,191,143,5
2520,42,20,21,10
2521,300,45,2,2
2522,30,1,102,9
2523,523,112,19,0
2524,262,57,43,7
2525,78,103,88,2
2526,799,156,68,8
2527,484,63,3,9
2528,323,7,71,3
2529,521,135,99,5
2530,657,138,108,2
2531,639,82,92,2
2532,258,39,114,5
2533,509,57,10,2
2534,69,16,8,6
2535,301,80,132,6
2536,824,162,52,8
2537,772,123,141,6
2538,831,65,74,10
2539,873,191,21,4
2540,384,169,132,8
2541,410,185,107,1
2542,110,20,73,10
2543,175,4,24,3
2544,761,24,109,10
2545,656,136,28,9
2546,275,178,9,11
2547,981,63,114,8
2548,709,145,21,5
2549,429,43,6,0
2550,866,195,89,5
2551,716,138,84,9
2552,473,69,10,3
2553,14,76,106,8
2554,575,42,73,7
2555,72,27,62,11
2556,50,146,61,10
2557,763,185,130,5
2558,709,15,9,10
2559,856,119,112,10
2560,673,178,137,11
2561,822,158,78,4
2562,108,52,19,5
2563,900,35,134,3
2564,133,89,78,6
2565,349,89,46,7
2566,913,106,86,3
2567,610,165,79,9
2568,889,15,74,7
2569,100,2,90,1
2570,839,46,58,3
2571,518,163,33,8
2572,726,114,10,10
2573,848,125,100,2
2574,451,158,10,2
2575,842,43,132,8
2576,241,15,50,10
2577,550,82,91,8
2578,323,42,140,4
2579,462,117,144,6
2580,263,75,115,8
2581,586,132,29,5
2582,843,63,110,4
2583,75,176,114,3
2584,5,4,132,3
2585,858,8,133,7
2586,178,5,96,0
2587,395,46,88,7
2588,582,79,72,5
2589,412,29,5,8
2590,297,101,56,1
2591,515,117,142,10
2592,918,15,71,8
2593,868,117,130,0
2594,214,194,31,2
2595,238,105,24,5
2596,92,72,44,5
2597,712,64,112,3
2598,470,199,5,3
2599,25,145,93,3
2600,416,136,19,1
2601,89,107,95,3
2602,760,114,103,5
2603,24,118,47,4
2604,525,176,95,11
2605,993,149,22,4
2606,935,55,49,9
2607,905,76,66,10
2608,562,116,37,4
2609,638,197,63,9
2610,581,15,138,9
2611,299,141,123,10
2612,634,28,59,1
2613,974,182,144,1
2614,833,29,45,5
2615,479,59,78,8
2616,278,46,87,8
2617,286,125,126,7
2618,939,157,147,2
2619,419,81,13,8
2620,407,12,100,7
2621,64,16,74,7
2622,512,139,89,2
2623,552,82,69,8
2624,608,85,7,4
2625,190,146,82,5
2626,586,113,58,2
2627,787,56,146,7
2628,355,72,129,9
2629,814,98,81,0
2630,934,118,93,6
